dists,speed
4508,34.7338426
4510.999512,34.4952029
4514,34.4950676
4516,34.4950676
4519,34.6038017
4522,35.1112633
4524.999512,35.7136917
4528,36.3217468
4530.999512,37.1462479
4534,38.0567169
4536.999512,38.9174194
4540,39.71595
4542.999512,40.545948
4546,41.6512413
4549,43.1546898
4552,45.0815163
4555,47.3153648
4557.999512,49.6177597
4561,53.0301857
4565,56.2412299
4568,56.0582508
4570.999512,55.8893946
4575,55.8893089
4578,55.8893089
4581,61.8847358
4585,61.3254374
4588,60.9293156
4592,60.445522
4595,60.1178674
4599,59.6933234
4602,59.3640393
4606,58.8816638
4609.999512,58.367579
4613,57.9488481
4616.999512,57.3371708
4621,56.6747703
4625,55.9691682
4628,55.4123018
4632,54.6310737
4635.999512,53.8128705
4640,52.9624149
4644,52.0856504
4648,51.1822012
4652,50.2606053
4654.999512,49.5775557
4659,48.6477515
4662.999512,47.6832959
4667,46.695798
4670,45.9398687
4674,44.9235753
4677,44.1583437
4681,43.1339758
4684,42.3623506
4687.999512,41.335803
4691,40.5761694
4694,39.8322458
4697,39.0995235
4700,38.3794825
4704,37.4312371
4707,36.732652
4710,36.0379501
4713,35.332607
4716,34.6212167
4718,34.1510268
4720.999512,33.4393649
4724,32.7174793
4727,31.9850476
4730,31.2323892
4732,30.7421519
4734.999512,30.0276877
4738,29.3389888
4740,28.9099422
4743,28.2908263
4745,27.9326161
4747.999512,27.4608301
4750,27.2042174
4753,26.8062223
4754.999512,26.5960721
4757,26.4487056
4759.999512,26.4478741
4761.999512,26.4478741
4764,26.594965
4766.999512,26.7003498
4769,27.0097885
4771,27.5448112
4773,28.2657204
4776,29.0836086
4778,29.312035
4779.999512,28.8703972
4782,28.288526
4784,27.6039334
4786,26.8475505
4787.999512,26.0178708
4790,25.1495794
4792,24.3699895
4793.999512,23.5362458
4795,23.0696859
4797,22.0904894
4799,21.0900632
4800.999512,20.085432
4803,19.0805273
4804,18.5979934
4806,17.628625
4806.999512,17.1837973
4809,16.3383211
4811,15.4861761
4812,15.0863882
4812.999512,14.752219
4815,14.0560081
4816,13.781387
4817,13.6751531
4819,13.1421629
4819.999512,12.9113958
4820.999512,12.7314817
4822,12.5656078
4823,12.5653143
4824,12.4946349
4825,12.494482
4825.999512,12.494482
4826.999512,12.5321112
4828,12.5859032
4829,12.6378813
4830,12.6880999
4832,12.7530193
4832.999512,12.8405237
4833.999512,12.9738503
4835,13.1729603
4836,13.3230534
4837,13.612957
4838.999512,14.0740738
4839.999512,14.6861649
4841,15.3964491
4843,16.0254955
4844,16.9958744
4845,18.3173695
4846.999512,19.8602562
4848,21.3856297
4850,23.1710129
4852,25.3926697
4852.999512,27.7017994
4855,29.6353359
4857,31.0082436
4858.999512,32.4976006
4861,33.8667183
4863,35.0835381
4865,36.1706924
4866.999512,37.1776886
4869,38.0575981
4871.999512,39.2192497
4874,40.6411247
4876,42.1784897
4878.999512,43.6474953
4882,45.0976219
4884,46.8780632
4886.999512,48.8301468
4890,50.7057915
4891.999512,52.3214302
4895,52.0782614
4898,51.7080464
4901,51.260526
4904,50.7559671
4907,50.2074821
4910,49.620836
4912.999512,48.9969633
4916,48.3382123
4918.999512,47.6494283
4922,46.9350646
4925.999512,45.9461565
4929,45.1783186
4931.999512,44.3887032
4935,43.5834874
4938.999512,42.4883799
4942,41.6566196
4944.999512,40.8130991
4948,39.9489607
4950.999512,39.0877084
4954,38.2362741
4957,37.3876733
4960,36.5608065
4963,35.7726476
4966,35.0299776
4969,34.326151
4971.999512,33.6723875
4975,33.0914358
4977,32.7766484
4980,32.3889695
4983,32.0332349
4984.999512,31.8729897
4988,31.8087793
4990.999512,31.8083477
4993,31.8083477
4996,32.0333939
4999,32.1810875
5001,32.433197
5003.999512,32.6675085
5007,32.4931987
5009,32.3301972
5011.999512,32.0107588
5015,31.6448685
5016.999512,31.4271147
5020,31.1429975
5022,30.9853254
5024.999512,30.8177929
5028,30.8177929
5029.999512,30.8177929
5033,31.219305
5036,31.9112797
5037.999512,32.4079628
5041,33.414669
5043.999512,34.9301834
5047,36.7625198
5049.999512,38.5933228
5052,40.8522682
5055,43.7927094
5057.999512,47.1309738
5061,50.2635155
5063.999512,52.6918411
5067,56.0056305
5070.999512,59.3846033
5074,59.0991129
5076.999512,58.7261548
5080,58.2980035
5083.999512,57.6628077
5087,57.1437395
5089.999512,56.5884041
5094,55.8093753
5096.999512,55.2155469
5101,54.4249934
5103.999512,53.8642068
5108,53.0985104
5111,52.5122495
5115,51.7470679
5118,51.1910491
5121.999512,50.5039625
5126,49.893632
5128.999512,49.5027662
5133,49.0439971
5136.999512,48.6860484
5140,48.5182429
5144,48.5180702
5147,48.5180702
5151,48.984211
5154.999512,49.2323456
5158,50.0245628
5161.999512,51.2699165
5165,52.6923637
5168.999512,54.0023689
5173,55.5081024
5175.999512,57.2522507
5180,57.7713881
5184,57.4001022
5187.999512,56.9488758
5191,56.5614078
5194.999512,55.9825867
5199,55.3482753
5203,54.6666296
5207,53.9445861
5211,53.1835727
5214.999512,52.3833846
5219,51.5449984
5223,50.6719048
5226,49.9964371
5230,49.0663819
5233.999512,48.1056984
5238,47.1156542
5240.999512,46.3553176
5245,45.3186519
5247.999512,44.5231264
5252,43.438709
5254.999512,42.6073762
5259,41.4745916
5261.999512,40.6067764
5265,39.7217787
5267.999512,38.8209723
5271,37.9056619
5273.999512,36.979
5277,36.0422589
5279.999512,35.0923059
5282,34.4606586
5285,33.5255749
5287.999512,32.6062615
5290,32.0123085
5292.999512,31.1396518
5295,30.5933811
5298,29.8324955
5299.999512,29.3771471
5303,28.7234759
5305,28.3386515
5306.999512,28.0210136
5310,27.607275
5312,27.3776339
5313.999512,27.169095
5317,26.872258
5319,26.7238791
5322,26.537872
5324,26.4767596
5325.999512,26.3816223
5329,26.3816223
5331,26.3816223
5332.999512,26.307358
5336,25.9609079
5338,25.7068829
5341,25.1963617
5343,24.8503624
5345,24.5538957
5348,24.1724604
5350,23.9484787
5352.999512,23.9484787
5355,23.9484787
5358,24.0176105
5359.999512,24.4921169
5363,25.1171761
5365,25.5233688
5368,26.1824741
5370,26.9276009
5372.999512,27.4590931
5375,27.6495285
5378,28.082613
5379.999512,28.2864761
5383,28.3950386
5385.999512,28.6249847
5388,29.0889454
5391,29.1912994
5394,29.6473942
5397,30.5646057
5398.999512,31.9868374
5402,33.7759666
5404.999512,35.9180641
5408,39.6474495
5411,39.7004536
5414,38.9497244
5417,38.1697392
5420,37.3576414
5423,36.4200791
5425.999512,35.4537515
5429,34.4711265
5431.999512,33.4828194
5434,32.8207645
5437,31.8336134
5440,30.8601702
5443,29.9068818
5445.999512,28.9687183
5448,28.3661652
5450.999512,27.5042104
5453,26.9839849
5456,26.255497
5457.999512,25.8058149
5461,25.1716047
5463,24.8202664
5464.999512,24.5622467
5468,24.2305329
5470,24.0113016
5471.999512,23.8589603
5474,23.8585606
5476,23.8585606
5478.999512,24.0649776
5481,24.3849049
5483,24.6548195
5484.999512,25.100956
5487,25.6634922
5489,26.2220993
5491.999512,26.6681194
5494,27.1628895
5496,27.6428375
5499,28.0079041
5501,28.2083435
5503,28.2813377
5506,28.41362
5508,28.470377
5510.999512,28.4828739
5513,28.4918194
5515,28.5061264
5517.999512,28.5214481
5520,28.5423679
5523,28.6575737
5524.999512,28.8610878
5528,29.150629
5529.999512,29.4081955
5533,29.8545971
5535,30.5209122
5537.999512,31.3707943
5540,32.3208427
5542.999512,33.1876488
5546,34.4459381
5548,36.0610886
5550.999512,37.8420296
5554,38.2189228
5556.999512,37.6712303
5560,36.9779928
5562.999512,36.1884831
5565,35.6270395
5568,34.7479872
5570.999512,33.8253932
5574,32.8612303
5576.999512,31.868436
5579,31.1973546
5582,30.1730282
5585,29.1187999
5587,28.4136056
5589.999512,27.3570412
5592,26.6707541
5594,26.0120536
5595.999512,25.382752
5599,24.4883653
5601,23.9704511
5602.999512,23.5368813
5605,23.1406772
5607,22.8419677
5608.999512,22.8414326
5611,22.8414326
5613,22.9979782
5615,23.5503082
5615.999512,23.9505768
5618,24.7771187
5620,25.976944
5621.999512,27.3336315
5625,28.5525742
5627,30.0680695
5628.999512,31.7350502
5631,32.7013122
5633,32.400498
5635.999512,31.8647973
5638,31.4622589
5641,30.7861683
5642.999512,30.335383
5645,29.8999025
5648,29.2478827
5649.999512,28.8258889
5652,28.4388362
5654.999512,27.8990853
5657,27.5868739
5659,27.3069053
5661,27.0817606
5664,26.8027716
5666,26.6765846
5667.999512,26.6764526
5670,26.5807566
5673,26.5802727
5674.999512,26.5802727
5677,26.6943321
5679,26.9263363
5681.999512,27.2770119
5684,27.5802689
5686,28.1357155
5688.999512,28.9862347
5691,30.0954494
5694,31.3843307
5695.999512,32.6387329
5699,34.5245667
5700.999512,37.0529633
5704,39.0373031
5707,38.5917846
5708.999512,38.2761638
5712,37.738011
5714.999512,37.1586399
5717,36.6752662
5720,35.9143215
5723,35.1681102
5725,34.7167323
5727.999512,34.1232673
5731,33.6092002
5733.999512,33.1431242
5736,32.903308
5739,32.6577935
5741.999512,32.5409009
5744,32.4950447
5746.999512,32.4950447
5750,32.3603126
5752,32.2319646
5754.999512,31.9709787
5757,31.811171
5759.999512,31.611745
5763,31.4083767
5765,31.4083767
5767.999512,31.4083767
5771,31.5467281
5773,32.1700935
5776,32.521492
5779,32.9973984
5780.999512,32.6510058
5784,31.9454942
5786.999512,31.1751071
5790,30.3725033
5792,30.3725033
5795,30.3725033
5798,36.1436616
5800.999512,35.5699526
5804,34.981605
5806,34.6661994
5809,34.3426168
5812,34.1971415
5813.999512,34.1087656
5817,34.1084824
5819,34.1084824
5822,34.4184227
5824,34.7707939
5826.999512,35.12183
5829,35.4863663
5832,35.9763565
5835,36.6319237
5837,37.4228249
5839.999512,38.0747327
5843,37.7453347
5845,37.4508107
5848,36.9273686
5851,36.3587529
5853.999512,35.7561226
5857,35.1063935
5859.999512,34.4327877
5862,33.9900943
5865,33.3685214
5868,32.7847121
5870,32.4310088
5872.999512,31.9130308
5876,31.3200367
5878,30.875957
5881,30.1080923
5883,29.5357725
5884.999512,28.8949174
5886.999512,28.2060872
5890,27.1012798
5891.999512,26.3986901
5894,25.6519153
5896,24.7764073
5898,23.8570663
5898.999512,23.4003147
5901,22.4631252
5903,21.5153316
5904.999512,20.5658565
5905.999512,20.1130343
5908,19.2331859
5910,18.2938962
5911,17.8552647
5912.999512,17.0116032
5914,16.6429794
5916,15.8668652
5917,15.5224243
5917.999512,15.254749
5920,14.6752059
5921,14.4152935
5922,14.1672885
5923,13.9742184
5924.999512,13.3686476
5925.999512,13.0952177
5927,12.9837732
5929,12.4424452
5930,12.1754699
5931,11.9168214
5931.999512,11.916605
5934,11.8616962
5935,11.8616962
5936,11.8913336
5937,11.9889727
5937.999512,12.3157635
5938.999512,12.8177691
5940,13.4000683
5941,14.0112181
5943,14.8749199
5944,15.8508148
5944.999512,16.755312
5947,17.5183868
5948,18.24506
5950,19.075779
5950.999512,20.0263157
5953,21.0636597
5955,22.1282749
5956,23.0850983
5957.999512,24.39217
5960,25.9658775
5962,27.5820713
5963.999512,28.9737816
5966,30.5382595
5968,32.2211418
5970,33.7439079
5973,34.9902802
5975,36.0599556
5977,37.0914764
5980,38.3886948
5982,40.0738068
5984.999512,42.1617775
5987,44.5454903
5990,46.9032555
5993,50.4859009
5995,51.1117833
5997.999512,50.607709
6001,50.0884461
6003.999512,49.5598193
6007,49.0153319
6009,48.5445004
6011.999512,47.8277705
6015,47.1087057
6019,46.1404981
6022,45.4114466
6024.999512,44.6842385
6028,43.9609383
6030.999512,43.2437003
6034,42.5276846
6037.999512,41.5806222
6041,40.8882069
6043.999512,40.2208846
6047,39.5749281
6049.999512,38.9492887
6053,38.3529531
6056,37.7869398
6059,37.2402644
6062,36.6953453
6065,36.1600607
6068,35.6334761
6070.999512,35.1130212
6074,34.594608
6076.999512,34.0740614
6080,33.5405276
6082.999512,33.006372
6085,32.6725241
6088,32.1927609
6091,31.7246584
6094,31.26545
6096.999512,30.832706
6100,30.4356523
6102.999512,30.0676199
6106,29.702426
6108,29.4880599
6111,29.1894711
6114,28.9118294
6116.999512,28.6396602
6120,28.3471372
6122.999512,28.0288266
6125,27.8417212
6128,27.5860234
6131,27.3618852
6134,27.1168716
6135.999512,26.9834175
6139,26.9834175
6141.999512,26.9834175
6144,27.1436653
6147,27.4861717
6148.999512,27.7253933
6152,28.2395153
6154,29.0613041
6157,30.1226788
6159,31.2578011
6161.999512,32.5611191
6165,34.3601265
6167,36.4721222
6170,38.4826889
6172,40.0660248
6174.999512,42.0544167
6178,44.1323814
6180,46.1479836
6182.999512,48.0016441
6186,49.6724434
6188.999512,51.3798714
6192,53.532341
6194,56.1063042
6197,58.8473892
6200,60.4627541
6204,60.0671943
6207,59.6785243
6210,59.2240526
6213,58.7228319
6216,58.1890111
6220,57.4359085
6223,56.8459886
6226,56.2481406
6230,55.5034318
6233,54.9344965
6237,54.1242486
6240,53.5060095
6244,52.6745973
6246.999512,52.0675727
6251,51.2840613
6253.999512,50.716286
6258,50.0017217
6260.999512,49.5132597
6265,48.9259521
6267.999512,48.5311619
6272,48.0764384
6274.999512,47.8139736
6278,47.6445645
6282,47.5261744
6285,47.4348553
6287.999512,47.4346504
6291,47.4346504
6295,47.978199
6298,48.8501091
6302,49.8722725
6305,50.8559151
6307.999512,52.2858162
6312,54.0506134
6315,55.9119339
6319,57.6120186
6323,59.5595245
6325.999512,61.879425
6330,64.3481293
6332.999512,66.6476898
6337,68.5530701
6341,70.7939835
6345,73.3022461
6348,75.8695526
6352,78.179718
6356,80.0166397
6359.999512,82.1624222
6364,84.3866272
6368,86.1625467
6371.999512,85.9938243
6376,85.7799214
6379.999512,85.5259113
6384,85.2408037
6388,84.93371
6391.999512,84.614206
6396,84.2875766
6399.999512,83.9551553
6404,83.6187102
6408,83.2862398
6411.999512,82.9608684
6416,82.6415943
6421,82.2467868
6424.999512,81.9362635
6429,81.6269646
6432.999512,81.3103865
6437,80.9803542
6442,80.5542462
6445.999512,80.1951968
6450,79.8098963
6455,79.2891654
6458.999512,78.8438986
6463,78.3741093
6468,77.75072
6471.999512,77.2243733
6477,76.5351728
6481,75.9642618
6484.999512,75.375214
6490,74.6156751
6494,73.9920816
6499,73.1965396
6503,72.5532634
6508,71.741584
6513,70.9245303
6516.999512,70.2649899
6522,69.4303475
6526,68.7632888
6530.999512,67.9277803
6536,67.0957699
6540,66.4377502
6545,65.623515
6549.999512,64.8118846
6555,64.0028839
6559,63.3588378
6563.999512,62.5504034
6569,61.7256385
6574,60.8828411
6578,60.1937535
6582.999512,59.3087124
6588,58.3909317
6592,57.6308254
6596.999512,56.6482337
6602,55.6317072
6606,54.7926921
6611,53.7124295
6615,52.8278172
6619,51.9270055
6624,50.7984559
6628,49.8748873
6632,48.9093
6635.999512,47.9228464
6640,46.915
6644,45.8852486
6648,44.8318512
6651,44.0251912
6654.999512,42.9258914
6658,42.0820881
6661.999512,40.9325335
6665,40.0764714
6667.999512,39.2167339
6671,38.3329819
6674,37.3967692
6677,36.4322426
6680,35.437006
6681.999512,34.7572956
6685,33.7109018
6687.999512,32.6311008
6690,31.8910381
6693,30.7478718
6694.999512,29.9613018
6697,29.1526699
6699,28.3207584
6701.999512,27.0255311
6704,26.1359274
6706,25.2146591
6707.999512,24.2566062
6708.999512,23.7663448
6711,22.7577804
6713,21.712802
6714.999512,20.6325178
6716,20.0864095
6718,18.9756254
6719,18.4139363
6720.999512,17.2770172
6721.999512,16.7301848
6723,16.2322174
6725,15.2256979
6726,14.7568242
6727,14.3731068
6728.999512,13.6149717
6730,13.2988101
6731,12.9909802
6732,12.7460282
6733,12.5660915
6733.999512,12.5660915
6734.999512,12.5660915
6736,12.6908531
6737,12.7754145
6738,12.9698973
6740,13.2268171
6740.999512,13.4650383
6741.999512,13.6128139
6743,13.7900925
6744,13.7900925
6746,13.5597712
6746.999512,13.3425969
6747.999512,13.1623191
6749,12.9532833
6751,12.9532833
6752,12.9532833
6753,13.0090008
6753.999512,13.2981873
6756,13.4367266
6757,13.8336544
6758,14.5253725
6759,15.4731884
6760.999512,16.5690575
6761.999512,17.700655
6764,19.3888416
6765,21.5821915
6766.999512,24.0044918
6767.999512,26.2515926
6770,29.4040012
6772,33.4711838
6773.999512,38.2987404
6776,43.2108994
6778,46.9944191
6779.999512,47.4189712
6782,47.0972586
6784,46.8207966
6786,46.5346405
6789,45.8366893
6791,45.3550848
6793.999512,44.6185166
6796,44.1278723
6799,43.3902785
6802,42.6455014
6804,42.1462269
6806.999512,41.3913318
6810,40.6287766
6812.999512,39.8601566
6816,39.0852808
6819,38.2981601
6822,37.5044344
6825,36.7084873
6828,35.9103708
6831,35.105711
6833.999512,34.2907791
6837,33.4690261
6839.999512,32.6422482
6843,31.8074108
6845.999512,30.9583549
6848,30.3919269
6851,29.536322
6853.999512,28.6732717
6856,28.1048283
6858.999512,27.2256127
6861,26.6383291
6863,26.0580902
6865.999512,25.1584261
6868,24.5505204
6870,23.9278885
6871.999512,23.2911915
6874,22.6474408
6876,22.005529
6878,21.3675184
6879.999512,20.724462
6882,20.0643135
6884,19.4068858
6885.999512,18.7662965
6886.999512,18.4966061
6889,17.9658564
6891,17.4384273
6891.999512,17.2488829
6894,16.9901745
6896,16.7572809
6897,16.6173611
6898.999512,16.6167336
6901,16.6167336
6902,16.6702785
6904,16.8787556
6904.999512,17.1564064
6907,17.4128323
6909,17.8212585
6910,18.3585072
6911.999512,18.9508266
6912.999512,19.5229969
6915,20.1192074
6917,20.8732491
6918.999512,21.7730103
6920,22.7756062
6922,23.8186378
6924,24.9576836
6925.999512,26.5611191
6928,28.6525097
6930,31.0443668
6931.999512,33.3705368
6934,36.5877266
6936,41.0435867
6937.999512,46.752552
6940,52.7834969
6942,57.0499344
6944.999512,64.8788071
6947,64.8788071
6949,67.4004131
6950.999512,67.0575014
6954,66.5330178
6956,66.1806532
6958.999512,65.6475047
6961,65.2890973
6963.999512,64.7454844
6967,64.1948844
6970,63.6377064
6971.999512,63.2626449
6975,62.6954471
6977.999512,62.1252135
6981,61.5543424
6983.999512,60.9811629
6987,60.4110052
6990,59.8519635
6993,59.3106119
6996,58.7902351
7000,58.1148672
7003,57.6347222
7006,57.188021
7009,56.7705416
7013,56.2298268
7016,55.8453218
7019,55.4722909
7023,54.9526432
7026,54.545762
7029.999512,53.9595988
7033,53.4960235
7036.999512,52.8347771
7040,52.3094375
7043.999512,51.5738979
7047,51.0049924
7050.999512,50.2167201
7054,49.6107657
7057.999512,48.7903357
7061,48.173239
7065,47.348476
7068,46.7281246
7072,45.9035943
7075,45.2949992
7078,44.6987691
7082,43.9085376
7085,43.3236132
7088,42.7553309
7091,42.2103623
7095,41.5064687
7098,40.9992572
7101,40.5143144
7103.999512,40.0661807
7107,39.6660124
7109.999512,39.3141045
7114,38.8682457
7116.999512,38.5835869
7120,38.3637873
7122.999512,38.2161544
7126,38.1250201
7128.999512,38.0083466
7132,38.0083466
7134.999512,38.0083466
7138,38.1109772
7140,38.3066483
7142.999512,38.5296021
7146,38.7831573
7148.999512,39.1345291
7152,39.3782919
7154,39.1970989
7157,38.8143711
7160,38.3418301
7161.999512,37.9743878
7165,37.3365294
7167,36.8682715
7170,36.108502
7172,35.5667731
7174.999512,34.7064877
7177,34.1124933
7180,33.2038257
7181.999512,32.5957633
7184,31.9836955
7187,31.0545181
7188.999512,30.4274157
7191,29.7721319
7193,29.0860495
7194.999512,28.3675435
7198,27.2267784
7200,26.4331447
7200.999512,26.1251599
7203,25.6769547
7205,25.1658738
7207,24.4736976
7208.999512,23.7222429
7211,23.0061112
7213,22.3200468
7214.999512,21.6680961
7216,21.3915361
7218,20.9150845
7220,20.5045185
7221.999512,20.1259729
7224,19.7732223
7225,19.6584336
7227,19.657999
7228.999512,19.657999
7231,19.9241467
7232,20.0388241
7233.999512,20.4497509
7236,21.1839199
7238,22.1817722
7240,23.3076534
7240.999512,24.4901447
7243,26.2277851
7245,28.4259472
7246.999512,30.7149353
7250,32.6660233
7252,35.2706223
7253.999512,38.2349625
7256,41.3531723
7259,42.9231571
7260.999512,42.594098
7263,42.1858549
7266,41.4861774
7269,40.7620888
7271,40.7620888
7273.999512,40.7620888
7277,44.3706868
7279,43.9461372
7282,43.3077449
7285,42.7348848
7287.999512,42.2329923
7291,41.8035514
7293.999512,41.4793377
7296,41.3553046
7299,41.3187319
7302,41.2686272
7305,41.2686272
7307.999512,41.2686272
7312,41.972496
7315,43.0636559
7318,44.3176384
7320.999512,45.5868187
7324,47.3794098
7326.999512,49.4099503
7331,51.2010498
7333.999512,52.429409
7337,53.9901924
7341,55.3290062
7344,56.3414688
7348,57.1101036
7351,57.7652931
7355,58.3595734
7358,59.1302757
7362,60.0695343
7365.999512,61.0259857
7369,61.0597321
7372.999512,60.7897664
7377,60.4456245
7379.999512,60.1452588
7384,59.6922634
7388,59.1921649
7391.999512,58.6515642
7395,58.2146803
7398.999512,57.5844063
7403,56.9066879
7407,56.1867687
7411,55.4292811
7415,54.6331126
7418.999512,53.8014298
7423,52.941033
7427,52.063884
7431,51.1825051
7435,50.2866759
7438.999512,49.3709524
7442,48.6585283
7445.999512,47.6899754
7450,46.73124
7454,45.7825898
7457.999512,44.8441417
7462,43.9125221
7464.999512,43.219104
7469,42.2985408
7473,41.3845565
7476,40.7113201
7480,39.8179334
7483,39.1491076
7486,38.4893559
7490,37.6129598
7493,36.9659985
7496,36.3277523
7499,35.692069
7502,35.0380904
7504.999512,34.386828
7508,33.7365925
7510.999512,33.1270224
7513,32.8018984
7516,32.363879
7519,31.9853482
7521,31.7824588
7523.999512,31.4779977
7527,31.1144835
7529,30.8638923
7532,30.4285328
7534,30.1246
7536.999512,29.645943
7539,29.34784
7541,29.0600799
7543.999512,28.6611903
7546,28.4683107
7548,28.3631042
7550.999512,28.1227951
7553,28.1227951
7555,28.1227951
7557.999512,28.3352814
7560,28.7842236
7562,29.2937584
7563.999512,29.8095112
7567,30.4918537
7569,31.1304874
7570.999512,31.4969196
7574,31.3302127
7575.999512,31.123528
7578,30.8769333
7581,30.4662811
7582.999512,30.1852026
7585,29.8825816
7588,29.3773133
7589.999512,29.0131014
7592,28.6042473
7595,27.8882019
7596.999512,27.362237
7599,26.7895081
7601,26.1732037
7603.999512,25.1769479
7606,24.497298
7608,23.8176806
7609.999512,23.1241832
7612,22.442739
7614,21.7987086
7615.999512,21.2011093
7618,20.6326565
7620,20.0959119
7621.999512,19.6201146
7624,19.2285803
7626,18.9214916
7628,18.6071128
7629.999512,18.3287642
7632,18.3280926
7634,18.3280926
7635.999512,18.5538979
7638,18.9595089
7639,19.2739239
7641,19.860733
7642.999512,20.7028694
7645,21.7033348
7647,22.714016
7648.999512,23.8253021
7651,25.26194
7654,26.7939091
7655.999512,28.002552
7658,28.6736507
7660,29.5761509
7661.999512,30.1728077
7665,30.5395756
7667,30.9047375
7668.999512,31.4251347
7672,31.7296925
7674,32.4133072
7677,33.5937042
7679,35.2319717
7681.999512,36.8397253
7685,36.3206909
7687,35.8464866
7690,35.0032047
7692,34.4211183
7694.999512,33.8024252
7698,33.1264358
7700,32.4688099
7703,31.4419302
7705,30.7658462
7707.999512,29.7632375
7710,29.1032987
7713,28.1317752
7714.999512,27.5118105
7718,26.5954133
7720,25.9952622
7721.999512,25.413473
7725,24.537378
7727,23.9779867
7728.999512,23.4482956
7731,22.9411317
7733,22.4579255
7736,21.7256764
7738,21.2895929
7740,20.9073516
7741.999512,20.5380903
7744,20.2149799
7746,19.9589195
7747.999512,19.7507866
7750,19.750536
7752,19.6279583
7753.999512,19.6279583
7754.999512,19.6279583
7757,19.6682472
7759,19.7301273
7760.999512,19.770483
7763,19.839468
7765,19.8862247
7766.999512,19.8862247
7769,19.8129711
7770,19.8129711
7772,19.7367113
7773.999512,19.6330216
7776,19.4572175
7777,19.4013032
7779,19.3079779
7780.999512,19.2152526
7783,19.0386891
7784,18.9637089
7786,18.9637089
7787.999512,18.9056029
7789,18.9053974
7791,18.9053974
7792,18.9817734
7793.999512,19.1068573
7796,19.2317295
7797,19.3613586
7799,19.4942417
7799.999512,19.5750256
7802,19.563704
7804,19.5579545
7805,19.5577965
7806.999512,19.5577965
7809,19.5989876
7810,19.7306824
7812,19.9488297
7813.999512,20.0834045
7815,20.3797798
7817,20.8560219
7819,21.4678249
7820.999512,22.139698
7823,22.7653427
7824,23.650322
7825.999512,24.7562218
7828,25.991127
7830,27.2499104
7832.999512,28.6219635
7835,30.4978676
7837,32.8858452
7838.999512,34.3411361
7841,33.9377406
7843,33.5093492
7845.999512,32.8596006
7848,32.3977091
7850,31.8550492
7852.999512,30.9847012
7855,30.3997543
7858,29.5788384
7859.999512,29.1122693
7863,28.5184333
7865,28.1776547
7866.999512,27.937945
7870,27.9373016
7871.999512,27.9373016
7875,28.1602097
7877,28.8391323
7879.999512,29.3051319
7882,30.3130703
7884.999512,31.8917103
7888,33.9217873
7890,36.0966263
7892.999512,38.3154145
7896,37.6983705
7898,37.1842225
7901,36.3812027
7904,36.3812027
7907,36.3812027
7910,44.5341349
7912.999512,43.9766694
7916,43.4853376
7918.999512,43.0564735
7922,42.7275956
7924.999512,42.5318871
7928,42.5318871
7931,42.5318871
7934,43.1181259
7937,43.3921509
7940,44.3151054
7943,45.814827
7947,47.6666031
7950,49.5626907
7953,51.8234444
7957,54.8661041
7960,57.1580621
7963,56.7962718
7967,56.2040323
7970,55.6992156
7974,55.0085945
7977,55.0085945
7981,55.0085945
7983.999512,58.9351868
7988,58.409164
7992,57.8975798
7994.999512,57.5899883
7999,57.2815366
8003.000488,57.023823
8006.000488,57.0234337
8010,57.0234337
8014,57.0404053
8017,58.3351714
8021,58.0183877
8025.000488,57.5889015
8029.000488,57.046577
8033,56.4090359
8037.000488,55.7005291
8041.000488,54.9433685
8044.000488,54.3413073
8048.000488,53.4990839
8052,52.6243107
8056.000488,51.723539
8060.000488,50.8018601
8064,49.8621254
8068.000977,48.9029114
8072.000488,47.931359
8076,46.9454618
8080,45.9360396
8084.000488,44.9077981
8087,44.1297954
8091.000488,43.0841492
8094,42.2926902
8098.000488,41.2171493
8101.000977,40.4000746
8104,39.5722118
8107.000488,38.7268064
8110.000488,37.8563192
8113,36.9592982
8116,36.0324561
8119.000488,35.0750153
8121.000488,34.4196247
8124.000488,33.4141228
8126.000488,32.7327055
8129.000488,31.6877584
8131.000488,30.9817223
8133.000488,30.2696937
8135,29.5447365
8137,28.7960597
8139,28.0294051
8141.000977,27.2326483
8143.000488,26.4033382
8145.000488,25.5380462
8147.000488,24.6361277
8149,23.7414593
8150.000488,23.278617
8152.000488,22.3340265
8154.000488,21.327377
8155.000488,20.8268977
8157.000488,19.806282
8158,19.3075016
8160,18.3216946
8161.000488,17.854583
8163,16.9058563
8164.000488,16.4481654
8165,16.0389047
8167.000977,15.2213377
8168,14.8638989
8169.000488,14.5476312
8170,14.3176016
8172,13.8214246
8173.000488,13.6429615
8174.000977,13.5891845
8175,13.4263724
8176.000488,13.4261675
8178.000488,13.4261675
8179,13.4414978
8180.000488,13.5389118
8181.000488,13.6456289
8182,13.7597914
8184,13.898284
8185.000488,14.0306616
8186,14.1474094
8188.000488,14.2603197
8189,14.3559914
8190.000488,14.492713
8192,14.6905937
8193.000977,14.9395723
8194,15.2096577
8196,15.4396515
8197.000977,15.7561226
8199,16.1169548
8200.000977,16.464983
8202.000977,16.7687321
8203,17.0577526
8205,17.3985825
8207.000977,17.789156
8208,18.2220802
8210,18.6879997
8212,19.0630074
8214.000977,19.6239758
8215,20.3877392
8217,21.3151436
8219,22.3321381
8221.000977,23.3019428
8223.000977,24.7113247
8225,26.5464611
8227,28.649456
8229,30.7369061
8231,33.3906059
8233.000977,36.9532967
