dist,speed
0,0.194159
0.0002149,0.1827539
0.0007964,0.1476265
0.0007964,0.1476265
0.0014861,0.4111348
0.0020187,0.4572337
0.004066,0.4572337
0.008193,0.3870598
0.008193,0.3870598
0.0122708,0.3870598
0.0143012,0.9479909
0.0216623,0.947957
0.0430459,1.2117463
0.0430459,2.730525
0.0796466,3.3363662
0.1297853,3.8575065
0.1902673,4.087204
0.2552694,4.0959744
0.2552694,4.2289791
0.3207836,4.3713336
0.3820309,4.4653007
0.4376091,4.3519851
0.4875294,4.2362257
0.4875294,4.2362257
0.5348101,4.2361908
0.5842547,4.5715356
0.6395674,4.7586892
0.7022934,4.6259913
0.7022934,4.6259913
0.7729228,4.4918089
0.8502197,4.338378
0.9333079,4.1584447
1.0193219,3.9521474
1.0193219,3.9521474
1.1052015,3.729768
1.1870975,3.5139087
1.263051,3.3095166
1.3333879,3.1121051
1.3333879,3.1121051
1.3981466,2.9241832
1.4558501,2.7388462
1.5050592,2.5653335
1.5436269,2.4198156
1.5436269,2.4198156
1.5725684,2.3083335
1.5953183,2.2111194
1.6146784,2.1217921
1.6343198,2.0415277
1.6343198,2.0415277
1.6574514,2.0415277
1.6866012,2.1683231
1.720897,2.0239583
1.7551521,1.8529603
1.7551521,1.8529603
1.7852219,1.6828792
1.8072864,1.5463082
1.8212047,1.4535359
1.8313894,1.387857
1.8313894,1.387857
1.8421867,1.3878469
1.8587621,1.7782172
1.8826625,2.4314432
1.9118907,2.9432712
1.9118907,3.7424524
1.9497006,4.5119105
1.9989717,4.4095968
2.0661361,4.2552506
2.1619143,4.0243718
2.1619143,4.0243718
2.2850602,3.7075875
2.4273024,3.3028505
2.5745654,2.8226035
2.7060473,2.3106858
2.7060473,2.3106858
2.8092036,1.8107065
2.8745108,1.4059252
2.9054334,1.1683034
2.9188926,1.0507494
2.9188926,1.0507494
2.9313459,1.0507494
2.9434354,0.9795771
2.9515212,0.8936944
2.9564934,0.8518753
2.9564934,0.8518753
2.9631319,0.9168111
2.9731112,1.4469327
2.9862285,1.3542147
3.0021715,1.2339907
3.0021715,1.2339907
3.0189698,1.0966171
3.0341663,0.9547637
3.0470786,0.8133405
3.057106,0.6821265
3.057106,0.6821265
3.0640886,0.5753908
