Distance ,Speed
271.6379089,61.3304571
272.4676208,61.2421567
273.2953491,61.1509656
274.1261597,61.0539879
274.9591675,60.9519518
275.79245,60.8458145
276.6299438,60.7371595
277.4679871,60.6265719
278.3040161,60.5130503
279.1459351,60.3959354
279.9917603,60.2768971
280.8366699,60.1567411
281.6847229,60.0367582
282.5333557,59.9163199
283.3815918,59.794652
284.235199,59.6710597
285.0899048,59.5462561
285.9420166,59.4202332
286.7967529,59.2929661
287.6520386,59.1648273
288.505249,59.0359088
289.3616638,58.9056516
290.2180481,58.7751065
291.0718384,58.6444676
291.9309998,58.512707
292.7929382,58.3800855
293.6560059,58.2469075
294.5169983,58.1137193
295.3811646,57.9799635
296.2475891,57.8462288
297.1135559,57.712569
297.9833069,57.5783747
298.8535767,57.4446736
299.7212219,57.3115349
300.59375,57.1772684
301.4690552,57.0422067
302.3433533,56.9080937
303.2208557,56.7737678
304.098938,56.6395878
304.978241,56.5054731
305.8641052,56.3699338
306.7516174,56.2330419
307.6369934,56.096792
308.5250854,55.9612087
309.414856,55.823418
310.3035583,55.6840812
311.196106,55.5426368
312.0892029,55.3997956
312.9795532,55.2565983
313.8748779,55.111852
314.7724304,54.9663431
315.6710815,54.8202558
316.5669861,54.6739218
317.4656677,54.52626
318.3676453,54.3774736
319.2707825,54.2279536
320.1783142,54.0771969
321.0864258,53.9258671
321.9923401,53.7744789
322.9032288,53.62188
323.8163147,53.4684234
324.7277832,53.3147979
325.6425476,53.1601703
326.5573425,53.0050696
327.4709778,52.8497274
328.3890991,52.6932901
329.3083496,52.5363037
330.2253113,52.3792364
331.1451111,52.2213431
332.0671082,52.0627524
332.9885254,51.903768
333.9138794,51.7436059
334.8392334,51.5829399
335.7617493,51.4222602
336.6871033,51.2604127
337.6124573,51.0979176
338.5378113,50.9349017
339.4597778,50.7720867
340.3845825,50.6083974
341.3082581,50.4443723
342.2285461,50.2804125
343.1505737,50.1155994
344.0720215,49.9501911
344.989563,49.7848144
345.9065552,49.6188206
346.8202515,49.4528142
347.7289124,49.2872901
348.639801,49.1210153
349.5501404,48.9545996
350.4554749,48.7887374
351.3608093,48.6223019
352.2650146,48.4552942
353.1659241,48.2881427
354.0690308,48.1197361
354.9699097,47.9514168
355.8658142,47.7838
356.7628174,47.6153769
357.6592407,47.4466763
358.5518188,47.2778833
359.4438171,47.1084046
360.3318787,46.9388964
361.2177734,46.7690445
362.1003723,46.5990923
362.9851074,46.4281035
363.8676453,46.2567588
364.7452698,46.0856864
365.6239014,45.9137792
366.5019836,45.7413341
367.3768311,45.5688873
368.2515869,45.3959009
369.1235352,45.2232924
369.9917297,45.0518982
370.86203,44.8800301
371.731781,44.7083162
372.5966492,44.5372787
373.4624939,44.365352
374.3272095,44.1933481
375.1887512,44.0216872
376.0523682,43.8508801
376.9137878,43.6821465
377.770874,43.5170471
378.6289368,43.3551305
379.4864502,43.1963725
380.3402405,43.0420723
381.1932678,42.8898431
382.04245,42.7401725
382.8893738,42.5887547
383.7331848,42.4370895
384.5784607,42.2860798
385.419281,42.1367698
386.2536621,41.9921839
387.0877991,41.8511763
387.9213867,41.7141252
388.7518921,41.5822457
389.5827026,41.4577407
390.4107361,41.3395137
391.2345581,41.2304959
392.0603638,41.1283265
392.8856201,41.0324469
393.7055969,40.9407641
394.5252686,40.848439
395.3438416,40.751985
396.1593933,40.6548413
396.9768372,40.5537323
397.7932129,40.4552945
398.6054077,40.3597131
399.4189758,40.2598365
400.2319946,40.1563512
401.0414124,40.0543516
401.848877,39.9507652
402.651886,39.850805
403.4521179,39.7531273
404.2493286,39.6435692
405.0484619,39.5242389
405.8442383,39.403181
406.6342468,39.2803946
407.424469,39.158622
408.2141418,39.0380105
409.000824,38.9321267
409.7876892,38.8413035
410.5723572,38.7615952
411.3529663,38.6945559
412.135376,38.6136487
412.9167175,38.5272983
413.6912231,38.4364317
414.463623,38.3362616
415.2338257,38.2320621
416.0016785,38.1240599
416.7718811,38.0291567
417.536499,37.9570052
418.2932739,37.9103241
419.0495605,37.9103241
419.8052979,38.3339157
420.5587463,38.3754317
421.3111267,38.3440857
422.0602112,38.3440857
422.8075867,38.3415586
423.5521545,38.2891974
424.2984314,38.207105
425.0436096,38.1020191
425.7854004,37.9937314
426.5289001,37.8816265
427.2718506,37.7682873
428.0125427,37.6516564
428.7554932,37.5335821
429.4978638,37.4142795
430.2380066,37.3061634
430.9798279,37.2106356
431.7216797,37.1240728
432.4606934,37.0484537
433.201416,36.9765575
433.94104,36.913579
434.6778259,36.8401687
435.4163208,36.7633568
436.1520386,36.6724653
436.8827515,36.5663601
437.6145935,36.4644881
438.3458557,36.3640875
439.0748901,36.2692799
439.8050537,36.1763753
440.5346375,36.0823493
441.2637024,35.9833074
441.9910583,35.8859434
442.7206726,35.7889922
443.4513855,35.7060778
444.1815186,35.6488199
444.9144592,35.6114226
445.6473999,35.6113358
446.3781128,36.1751404
447.1110535,36.7944908
447.8445435,37.8489914
448.5758057,37.8200765
449.309845,37.7585131
450.0439148,37.6954098
450.7757263,37.6364209
451.5097656,37.5756908
452.2438049,37.5076176
452.9761658,37.4288845
453.7113342,37.3464739
454.4487305,37.2601076
455.1866455,37.1786807
455.9279175,37.1085684
456.6686401,37.0594544
457.4071045,37.0455589
458.1467285,37.0455589
458.8852234,37.0455589
459.6231689,37.0455589
460.3594055,37.0455589
461.0979004,37.7568245
461.8380737,38.503933
462.5776367,39.4727631
463.3200378,40.2246933
464.062439,41.2975388
464.8025513,42.4610786
465.5449524,42.4610786
466.2873535,42.4610786
467.0274658,42.4928818
467.7704163,42.4928818
468.5133667,42.5564995
469.2551575,42.9598732
470.000885,43.3779988
470.7471619,43.2933583
471.4911804,43.2080297
472.2374573,43.1243943
472.9848633,43.0554512
473.7305298,43.0074882
474.4790344,42.9650385
475.2280884,42.9214405
475.974884,42.882686
476.7256165,42.8492845
477.4780273,42.8242425
478.2315369,42.8242035
478.9833069,42.8557816
479.737915,42.9256049
480.4947815,42.9021278
481.2521057,42.9021034
482.0128479,43.5106773
482.7735901,44.4741287
483.5320129,45.8978043
484.2933044,47.8702126
485.0551453,49.647728
485.8152466,51.1243515
486.5782166,51.6706924
487.3417358,52.8898201
488.1051331,54.7830544
488.8731079,55.0659066
489.6422119,55.0151303
490.4094849,54.9525493
491.1796875,54.8987142
491.9521179,54.8485299
492.7249451,54.8121073
493.5012512,54.8120689
494.2781372,55.4177475
495.0526428,56.8136292
495.8311768,57.1844093
496.6113892,57.1406132
497.3927002,57.0958317
498.1721802,57.0506588
498.954071,56.9912907
499.7381592,56.9210584
500.5220947,56.8460753
501.3095398,56.7665591
502.0975037,56.683262
502.8831177,56.5962228
503.6733093,56.5108053
504.46521,56.4275828
505.2557983,56.3439059
506.0493469,56.2593213
506.8434448,56.1764768
507.6384583,56.0923108
508.4386902,56.0132667
509.2405701,55.9409173
510.0405884,55.8767319
510.8435974,55.8209771
511.6488342,55.7686745
512.4543457,55.7215365
513.2634888,55.6807166
514.0731812,55.6387656
514.8809204,55.5815908
515.6934204,55.5081739
516.508667,55.4297579
517.3250122,55.3470476
518.1394043,55.2672587
518.9568481,55.1894497
519.7765503,55.1218929
520.5964966,55.062941
521.420105,55.0084229
522.2442627,54.9528858
523.0664062,54.8950959
523.8939209,54.8401899
524.7241821,54.7894442
525.5535278,54.7445776
526.3860474,54.6916742
527.2190552,54.6309724
528.0517578,54.5633107
528.8898315,54.4897791
529.7289429,54.4153032
530.5661011,54.3365662
531.4058228,54.2598415
532.2477417,54.1813886
533.0893555,54.1056923
533.9346313,54.0328199
534.7804565,53.9550486
535.6242065,53.8759264
536.4728394,53.7911583
537.3242188,53.6989002
538.1766968,53.6057548
539.0271606,53.5094502
539.880249,53.4021614
540.7349854,53.2859118
541.5887451,53.1641424
542.446228,53.0370028
543.303772,52.9056146
544.1586304,52.7708928
545.0172729,52.6418064
545.8775635,52.5224894
546.7351685,52.408588
547.5949097,52.2979973
548.4541016,52.1875544
549.307312,52.0778507
550.1604004,51.9680196
551.0112305,51.8558868
551.8588867,51.7479408
552.7086182,51.6445794
553.5549927,51.5394042
554.3954468,51.4324216
555.2368774,51.3248195
556.0776978,51.2167976
556.9153442,51.1112201
557.7539673,51.0076837
558.5908813,50.9091287
559.4266968,50.8127619
560.2600098,50.7188358
561.0958252,50.6295862
561.9327393,50.5459203
562.7676392,50.4650325
563.6057129,50.3733039
564.4431763,50.2699513
565.2781372,50.1665299
566.114502,50.0625516
566.9497681,49.9720266
567.7819214,49.8994568
568.6160278,49.8259126
569.4501953,49.75187
570.28125,49.6866354
571.1142578,49.6311741
571.9473267,49.5753216
572.7772827,49.5188187
573.6097412,49.4679654
574.4416504,49.4239909
575.2705078,49.3886663
576.1013184,49.3640454
576.9321289,49.3384907
577.760376,49.3120868
578.5911865,49.3120003
579.4219971,49.3120003
580.2528076,49.5322099
581.0811157,49.4998514
581.9119263,49.4770718
582.7438354,49.4770393
583.5748901,49.8953438
584.4090576,50.3233109
585.2437744,51.1416283
586.0759277,51.9042649
586.9117432,51.8610422
587.7492065,51.8093494
588.5847168,51.7721748
589.4227295,51.7721748
590.2607422,51.8065262
591.0968018,51.8408775
591.9359741,53.1876221
592.7751465,53.6747485
593.6122437,53.6284367
594.4519653,53.5674358
595.2938843,53.4994299
596.135498,53.421963
596.9807739,53.3435118
597.8260498,53.2682921
598.6687012,53.1921408
599.5150757,53.1142465
600.3631592,53.0250235
601.211792,52.9290995
602.0583496,52.8449781
602.9074707,52.7791792
603.7583008,52.721823
604.6082153,52.6688462
605.461853,52.6144314
606.315979,52.5592259
607.1675415,52.4967602
608.0233765,52.4230962
608.8809204,52.3403967
609.7369385,52.2503414
610.5960693,52.159081
611.4558105,52.0663101
612.3151245,51.9780502
613.1798706,51.8913497
614.0457153,51.7973706
614.9094849,51.6973807
615.7758789,51.5932501
616.6444702,51.4875955
617.5126953,51.3810233
618.3846436,51.2755497
619.2572021,51.1693041
620.1270142,51.0646628
621.0012207,50.9583266
621.8770752,50.8507774
622.7540283,50.744615
623.6289062,50.6379749
624.5064087,50.5320801
625.3861694,50.4246968
626.2648926,50.3140832
627.1473999,50.1978129
628.0305176,50.0749427
628.9108887,49.9463094
629.7962036,49.8144055
630.6837158,49.6798816
631.5697021,49.5435243
632.458313,49.4034732
633.3469849,49.2627494
634.2329102,49.1217967
635.121521,48.9798027
636.0096436,48.8372676
636.8944702,48.6946973
637.7808838,48.5516394
638.6628418,48.412976
639.5377197,48.2778975
640.4124756,48.1407637
641.2866211,48.0003904
642.1575928,47.862834
643.0284424,47.7278325
643.8965454,47.5885084
644.7629395,47.4450147
645.6261597,47.2980824
646.4908447,47.148425
647.3522339,46.994373
648.2077026,46.8372065
649.0635376,46.6775829
649.9188232,46.5159731
650.7703857,46.352313
651.6212158,46.1870399
652.4681396,46.0217265
653.3103027,45.8567512
654.1544189,45.6909046
654.9980469,45.5247691
655.8363037,45.3594159
656.6743774,45.193926
657.5107422,45.0286955
658.3439941,44.8641057
659.1787109,44.6989887
660.0100708,44.5343345
660.835022,44.3707457
661.6608276,44.2067843
662.486084,44.0422746
663.3082275,43.8773168
664.1307373,43.7125425
664.9515381,43.5484697
665.7706299,43.3884551
666.586731,43.2341448
667.4047241,43.0829351
668.2205811,42.9361694
669.0316162,42.7934157
669.8441162,42.6523623
670.6560059,42.5105958
671.4649048,42.3688012
672.2739868,42.2277498
673.0814819,42.0891898
673.8853149,41.9519372
674.6911011,41.8134869
675.4963379,41.6776399
676.2974854,41.5451799
677.0993652,41.4172228
677.9001465,41.296482
678.697937,41.1731965
679.4976196,41.0468615
680.2961426,40.9218926
681.0911865,40.8005884
681.8880615,40.6823489
682.6843872,40.5654497
683.4777222,40.44213
684.2713013,40.310439
685.0631714,40.1714609
685.8539429,40.0272166
686.6417847,39.8839913
687.4313965,39.7410537
688.2199707,39.605528
689.0044556,39.4808098
689.7907715,39.3589063
690.5765381,39.2381759
691.359375,39.1174528
692.142334,38.9939076
692.923645,38.8763162
693.7014771,38.7628475
694.4811401,38.6456351
695.2602539,38.5233787
696.0352783,38.3969198
696.8110352,38.2653678
697.5862427,38.1346678
698.3585205,38.0052386
699.1326294,37.8876756
699.90448,37.7853658
700.6723633,37.6772049
701.4414062,37.5626298
702.2099609,37.4516216
702.9761353,37.3423197
703.7440796,37.2397648
704.5115356,37.1485572
705.2783813,37.0666658
706.0429077,36.9915005
706.8097534,36.9022646
707.5772095,36.8012571
708.3428345,36.7018246
709.1107788,36.603463
709.8787842,36.5335014
710.6444092,36.5131484
711.4134521,36.4762723
712.1831055,36.4360525
712.9509888,36.387245
713.7205811,36.3298875
714.4902344,36.2777576
715.256958,36.2319615
716.0255127,36.1936447
716.793457,36.1638258
717.559082,36.1018726
718.3270874,36.0146922
719.0961914,35.9325477
719.8634644,35.8521132
720.633667,35.7785121
721.4033203,35.7179847
722.1705933,35.6556242
722.9402466,35.5918168
723.7092896,35.5210396
724.4783936,35.4482358
725.2451172,35.3653007
726.0142212,35.2695331
726.7833252,35.178514
727.5500488,35.0892941
728.3191528,35.0097528
729.0876465,34.941651
729.8538208,34.8553477
730.6218262,34.7570584
731.3892212,34.660465
732.1537476,34.5654438
732.9205933,34.4748378
733.6875,34.3893758
734.4520264,34.2917381
735.2188721,34.1828865
735.9857178,34.0780144
736.7496948,33.9773701
737.5159912,33.8916901
738.2817383,33.826479
739.0446167,33.7542846
739.8098145,33.6751539
740.5749512,33.5979212
741.3378296,33.5229124
742.1030273,33.46577
742.8682251,33.4284871
743.6334229,33.4019422
744.3956909,33.4018707
745.1603394,33.4931374
745.9238892,33.5347827
746.68396,33.5034047
747.4458008,33.4612971
748.2070923,33.4259249
748.9660645,33.4057255
749.7262573,33.390112
750.4853516,33.3763304
751.2415771,33.3652878
751.9995117,33.3652878
752.756958,33.4091606
753.5098267,33.6026403
754.2633057,33.5645368
755.0157471,33.5039444
755.7652588,33.453657
756.5171509,33.4094532
757.2684326,33.3731721
758.0168457,33.3345505
758.7675781,33.3058205
759.5177612,33.3057861
760.2650757,33.7947311
761.0125122,34.4724121
761.7576904,34.5829468
762.501709,34.9399796
763.2440796,35.4550934
763.9887085,36.1012115
764.7355347,36.6111259
765.4828491,37.0534477
766.2335815,37.4817772
766.9848633,37.8959579
767.7338867,38.0081558
768.4874268,38.1203537
769.2431641,38.3903351
769.9976807,38.3978992
770.7545166,38.3508997
771.5113525,38.289709
772.2659302,38.2392304
773.0227661,38.2030187
773.7796021,38.1765072
774.5341797,38.1764603
775.2910156,38.6362076
776.0484009,39.1115799
776.8040771,39.5939571
777.5620117,39.5465946
778.3205566,39.5141563
779.0773315,39.5141563
779.838623,40.0750275
780.6015625,40.1719607
781.3656616,40.1461525
782.1273804,40.1189495
782.8914795,40.0886993
783.6561279,40.0461577
784.4190063,40.0100665
785.1847534,40.0099792
785.9510498,40.7441711
786.7150269,41.6408424
787.4835205,42.2767639
788.2537231,43.1990089
789.0227051,43.5293274
789.7945557,43.5293274
790.5664062,44.2104073
791.3370361,44.8935425
792.1116943,44.8625833
792.8869019,44.82016
793.6602783,44.7857685
794.4360352,44.7465847
